Type,Start,End
exon,5152961,5153073
CDS,5152961,5153073
exon,5154623,5154658
CDS,5154623,5154640
start_codon,5154638,5154640
UTR,5154641,5154658
gene,5155499,5165472
transcript,5155499,5163695
exon,5155499,5158759
UTR,5155499,5158523
stop_codon,5158521,5158523
CDS,5158524,5158759
exon,5159080,5159274
CDS,5159080,5159274
exon,5163518,5163695
CDS,5163518,5163695
gene,5232668,5243833
transcript,5232668,5243833
exon,5232668,5232924
exon,5243703,5243833
gene,5499151,5502542
transcript,5499155,5502497
exon,5499155,5499967
exon,5500067,5500101
exon,5502369,5502497
gene,5553637,5614880
transcript,5553659,5590178
exon,5553659,5553838
transcript,5553669,5591228
exon,5553669,5553838
transcript,5553679,5588646
exon,5553679,5553838
exon,5566125,5566183
exon,5579670,5579808
transcript,5582228,5592004
exon,5582228,5585987
exon,5584810,5584975
exon,5585823,5585987
exon,5585823,5585987
exon,5585823,5585987
exon,5586445,5586499
exon,5588137,5588646
exon,5588137,5592004
exon,5590019,5590178
exon,5590019,5591228
gene,5597390,5597490
transcript,5597390,5597490
exon,5597390,5597490
gene,5703182,5705637
transcript,5703182,5705637
exon,5703182,5705637
gene,5705345,5707160
transcript,5705345,5707160
exon,5705345,5705453
exon,5706963,5707160
gene,5707004,5709456
transcript,5707004,5709456
exon,5707004,5707157
exon,5709154,5709456
gene,5972924,5973383
transcript,5972924,5973383
exon,5972924,5973383
UTR,5972924,5972955
stop_codon,5972953,5972955
CDS,5972956,5973333
start_codon,5973331,5973333
UTR,5973334,5973383
gene,6008604,6008810
transcript,6008604,6008810
exon,6008604,6008810
gene,6034690,6036093
transcript,6034690,6036093
exon,6034690,6036093
gene,6060340,6076305
transcript,6060340,6076305
exon,6060340,6060499
exon,6062524,6062591
exon,6066867,6067049
transcript,6066969,6068128
exon,6066969,6067049
exon,6067705,6068128
transcript,6073348,6076153
exon,6073348,6073392
exon,6074776,6074925
exon,6075740,6075807
exon,6076004,6076305
exon,6076004,6076153
gene,6081193,6082585
transcript,6081193,6082585
exon,6081193,6081284
exon,6082202,6082585
gene,6084364,6091407
transcript,6084381,6091407
exon,6084381,6087093
exon,6087345,6087527
exon,6089196,6089499
exon,6091367,6091407
gene,6111131,6123778
transcript,6111131,6123778
exon,6111131,6111252
UTR,6111131,6111252
exon,6112070,6112239
UTR,6112070,6112083
CDS,6112084,6112239
start_codon,6112084,6112086
exon,6112739,6112855
CDS,6112739,6112855
exon,6116224,6116287
CDS,6116224,6116287
exon,6116462,6116623
CDS,6116462,6116623
exon,6116894,6117018
CDS,6116894,6117018
exon,6117128,6117251
CDS,6117128,6117251
exon,6117804,6118027
CDS,6117804,6118027
exon,6118256,6118402
CDS,6118256,6118402
exon,6118783,6118908
CDS,6118783,6118908
exon,6119024,6119240
CDS,6119024,6119240
exon,6119720,6120001
CDS,6119720,6120001
exon,6120487,6120718
CDS,6120487,6120718
exon,6121144,6123778
CDS,6121144,6121516
stop_codon,6121517,6121519
UTR,6121517,6123778
gene,6215291,6217681
transcript,6215291,6217681
exon,6215291,6217681
gene,6223480,6223580
transcript,6223480,6223580
exon,6223480,6223580
gene,6228966,6267317
transcript,6228966,6267304
exon,6228966,6230951
exon,6234983,6235147
exon,6254791,6254849
exon,6267135,6267304
gene,6272135,6276532
transcript,6272135,6276532
exon,6272135,6272164
exon,6272782,6272880
exon,6272967,6273026
exon,6273922,6274032
exon,6274151,6274249
exon,6274937,6275041
exon,6275273,6275371
exon,6275867,6276013
exon,6276087,6276203
exon,6276377,6276532
gene,6309161,6312948
transcript,6309161,6312948
exon,6309161,6309304
exon,6309700,6309816
exon,6310672,6310779
exon,6311466,6311556
exon,6311679,6311847
exon,6312837,6312948
gene,6318398,6360415
transcript,6318398,6322248
exon,6318398,6318604
transcript,6318434,6360415
exon,6318434,6318604
transcript,6318481,6329955
exon,6318481,6318604
exon,6320872,6320974
exon,6320883,6320974
exon,6321164,6322248
exon,6322600,6322697
exon,6323874,6324086
exon,6329548,6329607
exon,6329548,6329955
transcript,6354264,6359767
exon,6354264,6354522
exon,6354358,6354522
exon,6358555,6360415
exon,6358555,6358574
exon,6358577,6358738
exon,6358741,6359767
gene,6365955,6366055
transcript,6365955,6366055
exon,6365955,6366055
gene,6444869,6468040
transcript,6444869,6467509
exon,6444869,6445661
UTR,6444869,6445560
transcript,6444869,6467513
exon,6444869,6445661
UTR,6444869,6445560
transcript,6444869,6468040
exon,6444869,6445325
UTR,6444869,6445325
transcript,6445433,6467532
exon,6445433,6445661
UTR,6445433,6445560
exon,6445540,6445661
UTR,6445540,6445560
stop_codon,6445558,6445560
stop_codon,6445558,6445560
stop_codon,6445558,6445560
stop_codon,6445558,6445560
CDS,6445561,6445661
CDS,6445561,6445661
CDS,6445561,6445661
CDS,6445561,6445661
exon,6447736,6447777
CDS,6447736,6447777
exon,6448481,6448565
CDS,6448481,6448565
exon,6448481,6448565
CDS,6448481,6448565
exon,6448481,6448565
CDS,6448481,6448565
exon,6448481,6448565
CDS,6448481,6448565
exon,6449823,6449931
CDS,6449823,6449931
exon,6449823,6449931
CDS,6449823,6449931
exon,6449823,6449931
CDS,6449823,6449931
exon,6449823,6449931
CDS,6449823,6449931
exon,6450512,6450646
CDS,6450512,6450646
exon,6450512,6450646
CDS,6450512,6450646
exon,6450512,6450646
CDS,6450512,6450646
exon,6450512,6450646
CDS,6450512,6450646
exon,6450904,6450981
CDS,6450904,6450981
exon,6450904,6450981
CDS,6450904,6450981
exon,6450904,6450981
CDS,6450904,6450981
exon,6450904,6450981
CDS,6450904,6450981
exon,6452119,6452224
CDS,6452119,6452224
exon,6452119,6452224
CDS,6452119,6452224
exon,6452119,6452224
CDS,6452119,6452224
exon,6452119,6452224
CDS,6452119,6452224
exon,6453989,6454073
CDS,6453989,6454073
exon,6453989,6454073
CDS,6453989,6454073
exon,6453989,6454073
CDS,6453989,6454073
exon,6453989,6454073
CDS,6453989,6454073
exon,6454631,6454756
CDS,6454631,6454756
exon,6454631,6454756
CDS,6454631,6454756
exon,6454631,6454756
CDS,6454631,6454756
exon,6454631,6454756
CDS,6454631,6454756
exon,6455578,6455669
CDS,6455578,6455669
exon,6455578,6455669
CDS,6455578,6455669
exon,6455578,6455669
CDS,6455578,6455669
exon,6455578,6455669
CDS,6455578,6455669
exon,6456881,6456950
CDS,6456881,6456950
exon,6456881,6456950
CDS,6456881,6456950
exon,6456881,6456950
CDS,6456881,6456950
exon,6456881,6456950
CDS,6456881,6456950
exon,6457065,6457199
CDS,6457065,6457199
exon,6457065,6457199
CDS,6457065,6457199
exon,6457065,6457199
CDS,6457065,6457199
exon,6457065,6457199
CDS,6457065,6457199
exon,6457294,6457373
CDS,6457294,6457373
exon,6457294,6457373
CDS,6457294,6457373
exon,6457294,6457373
CDS,6457294,6457373
exon,6457294,6457373
CDS,6457294,6457373
exon,6457921,6458055
CDS,6457921,6458055
exon,6457921,6458055
CDS,6457921,6458055
exon,6457921,6458055
CDS,6457921,6458055
exon,6457921,6458055
CDS,6457921,6458055
exon,6460187,6460293
CDS,6460187,6460293
exon,6460187,6460293
CDS,6460187,6460293
exon,6460187,6460293
CDS,6460187,6460293
exon,6460187,6460293
CDS,6460187,6460293
exon,6463663,6463879
CDS,6463663,6463871
exon,6463663,6463879
CDS,6463663,6463871
exon,6463663,6463879
CDS,6463663,6463871
exon,6463663,6463879
CDS,6463663,6463871
start_codon,6463869,6463871
start_codon,6463869,6463871
start_codon,6463869,6463871
start_codon,6463869,6463871
UTR,6463872,6463879
UTR,6463872,6463879
UTR,6463872,6463879
UTR,6463872,6463879
exon,6464944,6464981
UTR,6464944,6464981
exon,6464944,6465019
UTR,6464944,6465019
exon,6464944,6465019
UTR,6464944,6465019
exon,6464944,6465019
UTR,6464944,6465019
exon,6467448,6467509
UTR,6467448,6467509
exon,6467448,6467513
UTR,6467448,6467513
exon,6467448,6467532
UTR,6467448,6467532
exon,6467903,6468040
UTR,6467903,6468040
gene,6484623,6499261
transcript,6484623,6496930
exon,6484623,6484916
UTR,6484623,6484771
transcript,6484623,6499248
exon,6484623,6484916
UTR,6484623,6484771
transcript,6484624,6499256
exon,6484624,6484916
UTR,6484624,6484771
transcript,6484709,6499202
exon,6484709,6484916
UTR,6484709,6484771
stop_codon,6484769,6484771
stop_codon,6484769,6484771
stop_codon,6484769,6484771
stop_codon,6484769,6484771
CDS,6484772,6484916
CDS,6484772,6484916
CDS,6484772,6484916
CDS,6484772,6484916
exon,6486138,6486230
CDS,6486138,6486230
exon,6486138,6486230
CDS,6486138,6486230
exon,6486138,6486230
CDS,6486138,6486230
exon,6486138,6486230
CDS,6486138,6486230
exon,6486322,6486455
CDS,6486322,6486455
exon,6486322,6486455
CDS,6486322,6486455
exon,6486322,6486455
CDS,6486322,6486455
exon,6486322,6486455
CDS,6486322,6486455
exon,6487107,6487205
CDS,6487107,6487205
exon,6487107,6487205
CDS,6487107,6487205
exon,6487107,6487205
CDS,6487107,6487205
exon,6487107,6487205
CDS,6487107,6487205
exon,6487363,6487412
CDS,6487363,6487392
exon,6487363,6487412
CDS,6487363,6487412
exon,6487363,6487412
CDS,6487363,6487392
exon,6487363,6487412
CDS,6487363,6487412
start_codon,6487390,6487392
start_codon,6487390,6487392
UTR,6487393,6487412
UTR,6487393,6487412
exon,6492131,6492197
UTR,6492131,6492197
exon,6492131,6492197
CDS,6492131,6492197
exon,6492131,6492197
UTR,6492131,6492197
exon,6493044,6493110
UTR,6493044,6493110
exon,6493044,6493110
CDS,6493044,6493110
exon,6495993,6496930
UTR,6495993,6496930
exon,6495993,6496080
CDS,6495993,6496080
exon,6495993,6496080
UTR,6495993,6496080
exon,6495993,6496080
CDS,6495993,6496080
exon,6499129,6499248
CDS,6499129,6499172
exon,6499129,6499256
UTR,6499129,6499256
exon,6499129,6499202
CDS,6499129,6499172
start_codon,6499170,6499172
start_codon,6499170,6499172
UTR,6499173,6499248
UTR,6499173,6499202
gene,6499203,6564489
transcript,6499203,6564489
exon,6499203,6499773
UTR,6499203,6499773
exon,6501020,6501194
UTR,6501020,6501194
gene,6507017,6507389
transcript,6507017,6507389
exon,6507017,6507389
gene,6520344,6520670
transcript,6520344,6520670
exon,6520344,6520670
gene,6550749,6553955
transcript,6550749,6553955
exon,6550749,6551450
exon,6552767,6552930
exon,6553770,6553955
exon,6560072,6560971
UTR,6560072,6560782
CDS,6560783,6560971
start_codon,6560783,6560785
transcript,6561284,6563978
exon,6561284,6561537
UTR,6561284,6561486
CDS,6561487,6561537
start_codon,6561487,6561489
transcript,6561954,6564203
exon,6561954,6562093
UTR,6561954,6562015
CDS,6562016,6562093
start_codon,6562016,6562018
exon,6562201,6562323
CDS,6562201,6562323
exon,6562201,6562323
CDS,6562201,6562323
exon,6562201,6562323
CDS,6562201,6562323
exon,6563755,6564489
CDS,6563755,6563961
exon,6563755,6563978
CDS,6563755,6563961
exon,6563755,6564203
CDS,6563755,6563961
stop_codon,6563962,6563964
UTR,6563962,6564489
stop_codon,6563962,6563964
UTR,6563962,6563978
stop_codon,6563962,6563964
UTR,6563962,6564203
gene,6630182,6670695
transcript,6630182,6638337
exon,6630182,6632437
transcript,6630182,6670692
exon,6630182,6630570
transcript,6632153,6670642
exon,6632153,6632437
exon,6634604,6638337
exon,6634604,6634768
exon,6659519,6659578
exon,6666429,6666526
transcript,6667304,6670695
exon,6667304,6667962
gene,6667304,6670667
transcript,6667304,6670667
exon,6667304,6667962
exon,6668152,6668243
exon,6668152,6668254
exon,6668152,6668243
exon,6670522,6670692
exon,6670522,6670642
exon,6670522,6670695
exon,6670522,6670667
gene,6676178,6679962
transcript,6676178,6679962
exon,6676178,6676299
exon,6676377,6676454
exon,6677311,6677445
exon,6677571,6677661
exon,6678348,6678450
exon,6678660,6678789
exon,6679281,6679410
exon,6679545,6679635
exon,6679812,6679962
gene,6712596,6716361
transcript,6712596,6716361
exon,6712596,6712737
exon,6712926,6713031
exon,6713139,6713250
exon,6713757,6713850
exon,6714090,6714183
exon,6714879,6714969
exon,6716097,6716157
exon,6716244,6716361
gene,6721812,6725209
transcript,6721812,6725209
exon,6721812,6721991
exon,6724259,6724293
exon,6724393,6725209
gene,6789592,6812297
transcript,6789592,6812297
exon,6789592,6789706
exon,6797730,6797785
exon,6810857,6812297
gene,6858539,6897263
transcript,6858539,6897263
exon,6858539,6858643
exon,6859038,6859216
gene,6859171,6859256
transcript,6859171,6859256
exon,6859171,6859256
exon,6896995,6897263
gene,6897291,6899280
transcript,6897291,6899280
exon,6897291,6899280
gene,6904884,6906692
transcript,6904884,6906692
exon,6904884,6905165
exon,6906517,6906692
gene,6986450,6997765
transcript,6986450,6997699
exon,6986450,6986648
exon,6992110,6992322
exon,6993499,6993596
transcript,6994374,6997765
exon,6994374,6995032
exon,6995222,6995313
exon,6995222,6995324
exon,6997592,6997699
exon,6997592,6997765
gene,7003248,7007022
transcript,7003248,7007022
exon,7003248,7003365
exon,7003443,7003509
exon,7004463,7004517
exon,7004640,7004730
exon,7005411,7005522
exon,7005726,7005858
exon,7006380,7006494
exon,7006611,7006701
exon,7006881,7007022
gene,7020599,7025166
transcript,7020599,7025166
exon,7020599,7020649
exon,7024625,7025166
gene,7048891,7087229
transcript,7048891,7087097
exon,7048891,7049060
exon,7061347,7061405
exon,7081049,7081213
exon,7085245,7087097
gene,7092616,7092716
transcript,7092616,7092716
exon,7092616,7092716
gene,7129103,7130287
transcript,7129103,7130287
exon,7129103,7130287
gene,7135334,7137789
transcript,7135334,7137789
exon,7135334,7137789
gene,7385058,7388799
transcript,7385058,7388799
exon,7385058,7385142
exon,7385229,7385289
exon,7386240,7386294
exon,7386420,7386510
exon,7387197,7387299
exon,7387506,7387638
exon,7388130,7388259
exon,7388391,7388481
exon,7388670,7388799
gene,7421442,7425839
transcript,7421442,7425839
exon,7421442,7421597
exon,7421771,7421887
exon,7421961,7422107
exon,7422603,7422701
exon,7422933,7423037
exon,7423719,7423823
exon,7423942,7424052
exon,7424948,7425007
exon,7425094,7425192
exon,7425810,7425839
gene,7430659,7469007
transcript,7430669,7468875
exon,7430669,7430838
transcript,7430717,7465376
exon,7430717,7430838
exon,7443125,7443183
exon,7461814,7462067
exon,7462827,7462991
exon,7462827,7462991
exon,7465141,7465376
exon,7467023,7468875
gene,7474394,7474494
transcript,7474394,7474494
exon,7474394,7474494
gene,7626344,7627528
transcript,7626344,7627528
exon,7626344,7627528
gene,7663911,7664011
transcript,7663911,7664011
exon,7663911,7664011
gene,7669397,7681742
transcript,7669397,7679177
exon,7669397,7673264
transcript,7672755,7681742
exon,7672755,7673264
exon,7675414,7679177
exon,7675414,7675578
exon,7676426,7676591
exon,7681597,7681742
gene,7744951,7777853
transcript,7744951,7758630
exon,7744951,7745038
UTR,7744951,7745038
transcript,7744971,7772246
exon,7744971,7745038
UTR,7744971,7745038
transcript,7744983,7772253
exon,7744983,7745038
UTR,7744983,7745038
transcript,7745039,7756113
exon,7745039,7745650
UTR,7745039,7745650
transcript,7745075,7758629
exon,7745075,7745367
UTR,7745075,7745367
exon,7748899,7748987
UTR,7748899,7748975
exon,7748899,7748987
UTR,7748899,7748975
exon,7748899,7748987
UTR,7748899,7748975
exon,7748899,7748987
UTR,7748899,7748975
exon,7748899,7748987
UTR,7748899,7748975
transcript,7748899,7777853
exon,7748899,7748987
UTR,7748899,7748975
CDS,7748976,7748987
start_codon,7748976,7748978
CDS,7748976,7748987
start_codon,7748976,7748978
CDS,7748976,7748987
start_codon,7748976,7748978
CDS,7748976,7748987
start_codon,7748976,7748978
CDS,7748976,7748987
start_codon,7748976,7748978
CDS,7748976,7748987
start_codon,7748976,7748978
exon,7754952,7755118
CDS,7754952,7755113
exon,7754952,7755118
CDS,7754952,7755113
exon,7754952,7756113
CDS,7754952,7755113
exon,7754952,7755118
CDS,7754952,7755113
exon,7754952,7755118
CDS,7754952,7755113
stop_codon,7755114,7755116
UTR,7755114,7755118
stop_codon,7755114,7755116
UTR,7755114,7755118
stop_codon,7755114,7755116
UTR,7755114,7756113
stop_codon,7755114,7755116
UTR,7755114,7755118
stop_codon,7755114,7755116
UTR,7755114,7755118
exon,7758105,7758630
UTR,7758105,7758630
exon,7758105,7758629
UTR,7758105,7758629
exon,7769187,7769375
UTR,7769187,7769375
exon,7769187,7769375
CDS,7769187,7769375
exon,7769187,7769375
UTR,7769187,7769375
gene,7769588,7770548
transcript,7769588,7770548
exon,7769588,7770548
UTR,7769588,7769795
stop_codon,7769793,7769795
CDS,7769796,7770548
start_codon,7770546,7770548
exon,7771567,7772246
UTR,7771567,7772246
exon,7771567,7772253
CDS,7771567,7771569
stop_codon,7771570,7771572
UTR,7771570,7772253
exon,7774199,7774588
UTR,7774199,7774588
exon,7777668,7777853
UTR,7777668,7777853
gene,7784482,7793954
transcript,7788703,7793954
exon,7788703,7789618
UTR,7788703,7789208
stop_codon,7789206,7789208
CDS,7789209,7789618
exon,7793821,7793954
CDS,7793821,7793827
start_codon,7793825,7793827
UTR,7793828,7793954
gene,7816675,7829926
transcript,7816675,7829926
exon,7816675,7819672
UTR,7816675,7819235
transcript,7816677,7829632
exon,7816677,7819672
UTR,7816677,7819235
transcript,7819044,7829587
exon,7819044,7819672
UTR,7819044,7819235
stop_codon,7819233,7819235
stop_codon,7819233,7819235
stop_codon,7819233,7819235
CDS,7819236,7819622
CDS,7819236,7819631
CDS,7819236,7819631
start_codon,7819620,7819622
UTR,7819623,7819672
start_codon,7819629,7819631
start_codon,7819629,7819631
UTR,7819632,7819672
UTR,7819632,7819672
gene,7826098,7826225
transcript,7826098,7826225
exon,7826098,7826225
exon,7828642,7828752
UTR,7828642,7828752
exon,7828642,7828724
UTR,7828642,7828724
exon,7828642,7828752
UTR,7828642,7828752
exon,7829517,7829632
UTR,7829517,7829632
exon,7829517,7829587
UTR,7829517,7829587
exon,7829887,7829926
UTR,7829887,7829926
gene,8101251,8103706
transcript,8101251,8103706
exon,8101251,8103706
gene,8197620,8227646
transcript,8197620,8227646
exon,8197620,8197927
exon,8200738,8201052
gene,8205315,8205406
transcript,8205315,8205406
exon,8205315,8205406
gene,8205851,8205940
transcript,8205851,8205940
exon,8205851,8205940
gene,8208473,8208652
transcript,8208473,8208652
exon,8208473,8208652
gene,8208844,8208904
transcript,8208844,8208904
exon,8208844,8208904
gene,8210384,8211306
transcript,8210384,8211306
exon,8210384,8211306
gene,8212572,8212724
transcript,8212572,8212724
exon,8212572,8212724
exon,8222961,8223057
exon,8223185,8224185
exon,8224347,8224438
exon,8226174,8226391
exon,8227180,8227646
gene,8235354,8235832
transcript,8235354,8235832
exon,8235354,8235832
gene,8237649,8237979
transcript,8237649,8237979
exon,8237649,8237979
gene,8238859,8239092
transcript,8238859,8239092
exon,8238859,8239092
gene,8240736,8241047
transcript,8240736,8241047
exon,8240736,8241047
gene,8249505,8249596
transcript,8249505,8249596
exon,8249505,8249596
gene,8250060,8250149
transcript,8250060,8250149
exon,8250060,8250149
gene,8254592,8255514
transcript,8254592,8255514
exon,8254592,8255514
gene,8256781,8256933
transcript,8256781,8256933
exon,8256781,8256933
gene,8380643,8454792
transcript,8380643,8410645
exon,8380643,8380972
transcript,8380665,8454792
exon,8380665,8380972
exon,8383784,8384098
exon,8383784,8384098
gene,8388362,8388453
transcript,8388362,8388453
exon,8388362,8388453
gene,8388898,8388987
transcript,8388898,8388987
exon,8388898,8388987
gene,8393419,8394341
transcript,8393419,8394341
exon,8393419,8394341
gene,8395607,8395759
transcript,8395607,8395759
exon,8395607,8395759
exon,8405960,8406056
exon,8406184,8407184
exon,8407346,8407437
exon,8409173,8409390
exon,8410179,8410645
gene,8417757,8418235
transcript,8417757,8418235
exon,8417757,8418235
gene,8420675,8421003
transcript,8420675,8421003
exon,8420675,8421003
gene,8421883,8422116
transcript,8421883,8422116
exon,8421883,8422116
gene,8423760,8424071
transcript,8423760,8424071
exon,8423760,8424071
gene,8432530,8432621
transcript,8432530,8432621
exon,8432530,8432621
gene,8433085,8433174
transcript,8433085,8433174
exon,8433085,8433174
gene,8437629,8438551
transcript,8437629,8438551
exon,8437629,8438551
gene,8439823,8439975
transcript,8439823,8439975
exon,8439823,8439975
exon,8450147,8450243
exon,8450371,8451371
exon,8451533,8451624
exon,8453320,8453537
exon,8454326,8454792
gene,8462320,8462798
transcript,8462320,8462798
exon,8462320,8462798
gene,8465254,8465586
transcript,8465254,8465586
exon,8465254,8465586
gene,8466466,8466699
transcript,8466466,8466699
exon,8466466,8466699
gene,8468320,8468631
transcript,8468320,8468631
exon,8468320,8468631
gene,8603547,8603984
transcript,8603547,8603984
exon,8603547,8603984
gene,8680538,8680934
transcript,8680538,8680934
exon,8680538,8680934
gene,8701461,8701562
transcript,8701461,8701562
exon,8701461,8701562
gene,8759077,8761335
transcript,8759077,8761335
exon,8759077,8759861
exon,8761276,8761335
gene,8762386,8836565
transcript,8762386,8836565
exon,8762386,8763340
gene,8801362,8801880
transcript,8801362,8801880
exon,8801362,8801880
exon,8807013,8807172
exon,8836527,8836565
gene,8845566,8846646
transcript,8845566,8846646
exon,8845566,8846646
gene,8857260,8880976
transcript,8857260,8880976
exon,8857260,8857318
exon,8859997,8860066
exon,8864001,8864082
exon,8866871,8866899
exon,8866991,8867063
exon,8873017,8873087
exon,8877131,8877294
exon,8878664,8878843
exon,8880012,8880976
gene,8986999,8987178
transcript,8986999,8987178
exon,8986999,8987178
gene,8987370,8987430
transcript,8987370,8987430
exon,8987370,8987430
gene,8996496,9018670
transcript,8996496,9018670
exon,8996496,8996599
exon,9018548,9018670
gene,9026821,9027329
transcript,9026821,9027329
exon,9026821,9027329
gene,9053122,9059060
transcript,9053122,9059060
exon,9053122,9053393
exon,9058823,9059060
gene,9068325,9129773
transcript,9068325,9129769
exon,9068325,9068659
transcript,9068346,9129773
exon,9068346,9068659
transcript,9068414,9073609
exon,9068414,9068629
exon,9069445,9069599
exon,9069445,9069599
exon,9069445,9069599
exon,9070214,9070444
exon,9070214,9070444
exon,9070214,9070444
exon,9071128,9071248
exon,9071609,9071682
exon,9073095,9073609
gene,9082601,9083101
transcript,9082601,9083101
exon,9082601,9083101
gene,9088188,9088391
transcript,9088188,9088391
exon,9088188,9088391
exon,9127489,9127535
exon,9127489,9127547
exon,9129683,9129769
exon,9129683,9129773
gene,9325013,9369209
transcript,9325013,9368775
exon,9325013,9325100
transcript,9325015,9369204
exon,9325015,9325823
transcript,9325015,9369209
exon,9325015,9325223
transcript,9325039,9354319
exon,9325039,9325223
transcript,9325055,9368911
exon,9325055,9325223
exon,9325583,9325823
exon,9325605,9325823
exon,9325605,9325823
exon,9325631,9325823
exon,9327240,9327298
exon,9327240,9327298
exon,9327240,9327298
exon,9327240,9327298
exon,9327240,9327298
exon,9331231,9331290
exon,9331231,9331290
exon,9331231,9331290
exon,9343508,9343532
exon,9354231,9354319
gene,9364467,9365225
transcript,9364467,9365225
exon,9364467,9365225
exon,9367174,9367275
exon,9367174,9367275
exon,9367174,9367275
exon,9367174,9367275
exon,9368209,9368911
exon,9368466,9368775
